the_geom,OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
POINT (-122.432151217601 37.780208944137),23716,Fillmore St&Turk St SW-FS/BZ,FILLTUR0,FILLTURK,4642,37.780203999999998,-122.43213799999999,0,TURK ST,FILLMORE ST,FS,SW,BZ,1,10/29/2017 05:39:39 PM +0000,653332,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.392617205607 37.729295942813),25918,3rd St&Van Dyke Ave NE-FS/SI,3ST VDY0,3ST VDY0,7345,37.729290999999996,-122.39260400000001,0,VAN DYKE AVE,3RD ST,MB,,SI,0,10/29/2017 05:39:39 PM +0000,657169,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.432686211181 37.721642938958),25850,Persia Ave&Madrid St E-NS/SB,PERSMAD1,PERSMADR,5910,37.721637999999999,-122.43267299999999,0,MADRID ST,PERSIA AVE,NS,E,,0,10/29/2017 05:39:39 PM +0000,656861,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.455527218318 37.7536849398),23365,Clarendon Ave&Panorama Dr S-NS/PS,CLDNPNR1,CLDNPNRM,4037,37.753679999999996,-122.45551399999999,0,PANORAMA DR,CLARENDON AVE,NS,SE,,0,10/29/2017 05:39:39 PM +0000,652429,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.428203208866 37.711874938617),24060,1650 Geneva Ave N-FS/BZ,GNVA1650,GNVA1650,4795,37.711869999999998,-122.42819,0,,GENEVA AVE,FS,N,,0,10/29/2017 05:39:39 PM +0000,653531,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.443151217962 37.764499941548),26065,415 Roosevelt Way SE-NS/SB,RSVTH410,RSVTH415,6231,37.764494999999997,-122.443138,0,,ROOSEVELT WAY,NS,SE,,0,10/29/2017 05:39:39 PM +0000,657421,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.412216217463 37.799104946687),24034,Mason St&Green St E-MI,MASNGRE0,MASNGREN,5362,37.799100000000003,-122.41220300000001,0,GREEN ST,MASON ST,MI,E,,0,10/29/2017 05:39:39 PM +0000,653502,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.495598225003 37.757271936885),24801,Sunset Blvd&Lawton St NW-NS/SB,SUNSLAW0,SUNSLAWT,6535,37.757266999999999,-122.49558500000001,0,LAWTON ST,SUNSET BLVD,NS,NW,,0,10/29/2017 05:39:39 PM +0000,654982,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.466759221348 37.766005940263),23937,Lincoln Way&9th Ave NW-FS/BZ,LWAY 9A0,LWAY 9AV,5300,37.766000999999996,-122.466746,0,9TH AVE,LINCOLN WY,FS,NW,BZ,1,10/29/2017 05:39:39 PM +0000,653742,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.414563210793 37.738924941994),24579,Cortland Ave&Ellsworth St NE-NS/PS,CORTEWT1,CORTEWTH,4151,37.73892,-122.41454999999999,0,ELLSWORTH ST,CORTLAND AVE,NS,NE,,0,10/29/2017 05:39:39 PM +0000,654618,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.494103221099 37.729496935222),26286,Lake Merced & Lakeshore N-NS/SB,L M LKS1,,7852,37.729492,-122.49409,,SUNSET BLVD,LAKE MERCED BLVD,,,,,10/29/2017 05:39:39 PM +0000,657784,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.436552215553 37.752702941277),25011,23rd St&Diamond St SW-NS/PS,23STDIA0,23STDIAM,3448,37.752697999999995,-122.436539,0,DIAMOND ST,23RD ST,NS,SW,,0,10/29/2017 05:39:39 PM +0000,655349,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.456543212668 37.707414936192),25702,Mission St&Evergreen St E-FS/BB,MISSEVG1,MISSEVGN,5585,37.707409999999996,-122.45653,0,EVERGREEN ST,MISSION ST,FS,E,BB,0,10/29/2017 05:39:39 PM +0000,656960,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.420603216111 37.782867944937),23644,Eddy St&Van Ness Ave SE-FS/BZ,EDDYV.N1,EDDYV.N.,4495,37.782862999999999,-122.42059,0,VAN NESS AVE,EDDY ST,FS,SE,BZ,1,10/29/2017 05:39:39 PM +0000,652949,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.406653216147 37.802992947426),24860,225 Telegraph Hill Blvd S-NS/SB,TELEH221,TELEH225,6653,37.802987999999999,-122.40664,0,TELEGRAPH PL,TELEGRAPH HILL BLVD,NS,S,,0,10/29/2017 05:39:39 PM +0000,655081,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.411553216101 37.795517946527),24036,Mason St&Jackson St NE-FS,MASNJAC0,MASNJACK,5364,37.795513,-122.41154,0,JACKSON ST,MASON ST,FS,NE,,0,10/29/2017 05:39:39 PM +0000,653504,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.418408217813 37.795385945709),25412,Pacific Ave&Hyde St SW-NS/PS,PACFHYD0,PACFHYDE,5839,37.795380999999999,-122.418395,0,HYDE ST,PACIFIC AVE,NS,SW,,0,10/29/2017 05:39:39 PM +0000,656093,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.466108222502 37.775026940762),22471,8th Ave&Cabrillo St SW-FS/SB,8AVCBR0,8AVCBRO,3200,37.775022,-122.466095,0,CABRILLO ST,8TH AVE,FS,SW,FL,0,10/29/2017 05:39:39 PM +0000,651806,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.44000921976 37.786287943456),23565,Divisadero St&Bush St NE-FS/BZ,DIVIBUS1,DIVIBUSH,4408,37.786282999999997,-122.43999600000001,0,BUSH ST,DIVISADERO ST,FS,NE,BZ,0,10/29/2017 05:39:39 PM +0000,652830,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.390732209695 37.766769946001),26221,16th St& 4th St SE-FS/BZ,16ST4ST0,,7764,37.766764999999999,-122.390719,,04TH ST,16TH ST,,,,,10/29/2017 05:39:39 PM +0000,657669,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.403737214816 37.789750946953),23767,Kearny St&Sutter St SE-NS/BZ,KRNYSUT1,KRNYSUTT,4826,37.789746000000001,-122.403724,0,SUTTER ST,KEARNY ST,NS,SE,BZ,1,10/29/2017 05:39:39 PM +0000,653442,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.422088218054 37.796965945691),24787,Polk St&Vallejo St NW-NS/BZ,POLKVAL0,POLKVALL,6005,37.796960999999996,-122.42207500000001,0,VALLEJO ST,POLK ST,NS,NW,BZ,0,10/29/2017 05:39:39 PM +0000,654965,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.484632226021 37.779929940177),25051,25th Ave&Geary Blvd SE-NS/BZ,25AVGEA0,25AVGEAR,3501,37.779924999999999,-122.484619,0,GEARY BLVD,25TH AVE,NS,SE,BZ,0,10/29/2017 05:39:39 PM +0000,655407,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.416353209714 37.727024940502),23838,Felton St&Amherst St NE-NS,FELTAMS0,FELTAMST,4581,37.727019999999996,-122.41633999999999,0,AMHERST ST,FELTON ST,NS,NE,FL,0,10/29/2017 05:39:39 PM +0000,653181,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.416233216537 37.793824946379),24829,Leavenworth St&Washington St SE-NS,LEAVWAS1,LEAVWASH,4872,37.793819999999997,-122.41622,0,WASHINGTON ST,LEAVENWORTH ST,NS,SE,BZ,0,10/29/2017 05:39:39 PM +0000,655024,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.400933205337 37.712014940036),25111,Blanken Ave&Tunnel Ave SW-NS/SB,BLKNTUNL,BLKNTUNL,7012,37.712009999999999,-122.40092,0,TUNNEL AVE,BLANKEN AVE,NS,NW,,0,10/29/2017 05:39:39 PM +0000,655918,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.413215217189 37.795259946492),23982,Jackson St&Taylor St N-MI,JACKTAY0,JACKTAYL,5164,37.795254999999997,-122.413202,0,JONES ST,JACKSON ST,MI,N,,0,10/29/2017 05:39:39 PM +0000,653815,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.408903210894 37.751114942782),25194,Bryant St&25TH St SE-NS/BZ,BRYT25S1,BRYT25ST,3749,37.751109999999997,-122.40889,0,25TH ST,BRYANT ST,NS,SE,BZ,0,10/29/2017 05:39:39 PM +0000,655782,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.424269214286 37.764724942912),22959,16th St&Guerrero St SW-NS/BZ,16STGUE0,16STGUER,3287,37.764719999999997,-122.424256,0,GUERRERO ST,16TH ST,NS,SW,BZ,0,10/29/2017 05:39:39 PM +0000,651768,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.414138218252 37.807411946954),22903,Beach St&Mason St SW-NS/PS,BECHMAS0,BECHMASN,3092,37.807406999999998,-122.414125,0,MASON ST,BEACH ST,NS,SW,,1,10/29/2017 05:39:39 PM +0000,651669,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.44835321195 37.710484936953),25213,Mission St&Whittier St N-NS/BZ,MISSWHI0,MISSWHIT,5627,37.710479999999997,-122.44834,0,WHITTIER ST,MISSION ST,NS,N,BZ,0,10/29/2017 05:39:39 PM +0000,655815,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.475113218527 37.732794936382),22841,19th Ave&Ocean Ave NW-NS/SB,19AVOCE0,19AVOCEN,3377,37.732790000000001,-122.47510000000001,0,OCEAN AVE,19TH AVE,NS,NW,FL,0,10/29/2017 05:39:39 PM +0000,651549,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.413040214148 37.777244944562),22476,8th St&Mission St S-FS/BZ,.8STMIS0,.8STMISS,3208,37.777239999999999,-122.413027,0,MISSION ST,8TH ST,FS,S,BZ,0,10/29/2017 05:39:39 PM +0000,651811,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.483376223159 37.765109938621),24797,Lincoln Way&25th Ave SE-FS/BZ,LWAY25A1,LWAY25AV,5315,37.765104999999998,-122.483363,0,25TH AVE,LINCOLN WY,FS,SE,BZ,1,10/29/2017 05:39:39 PM +0000,654977,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.403063209142 37.739134942687),24234,Industrial St&Revere Ave NE-NS/SB,INDSRVR1,INDSRVRE,5096,37.739129999999996,-122.40305000000001,0,REVERE AVE,INDUSTRIAL ST,NS,NE,,0,10/29/2017 05:39:39 PM +0000,653918,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.420453212885 37.750754942309),25391,Valencia St&25th St NE-FS/BZ,VLNC25S1,VLNC25ST,6878,37.750749999999996,-122.42044,0,25TH ST,VALENCIA ST,FS,NE,BZ,0,10/29/2017 05:39:39 PM +0000,656020,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.476143217539 37.72634493574),23168,20th Ave&Winston Dr SW-FS/SB,20AVWIN0,20AVWINS,3409,37.72634,-122.47613,0,WINSTON DR,20TH AVE,FS,SW,,0,10/29/2017 05:39:39 PM +0000,652087,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.443973215608 37.746894940463),23390,Clipper St&Diamond Heights Blvd-NS,CLPRDHT0,CLPRDHTS,4071,37.74689,-122.44396,0,DIAMOND HEIGHTS BLVD,CLIPPER ST,NS,N,,1,10/29/2017 05:39:39 PM +0000,652467,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.420657217429 37.790826945559),24965,Polk St&California St NE-FS/BZ,POLKCAL1,POLKCALI,5985,37.790821999999999,-122.420644,0,CALIFORNIA ST,POLK ST,FS,NE,BZ,1,10/29/2017 05:39:39 PM +0000,655650,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.39635620553 37.722489941113),25183,Paul Ave&Carr St SE-FS/PS,PAULCAR0,PAULCARS,5900,37.722484999999999,-122.396343,0,CARR ST,PAUL AVE,FS,SE,,0,10/29/2017 05:39:39 PM +0000,655768,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.420323214463 37.770734943371),25289,150 Otis St NW-MB/BB,OTIS 150,OTIS 150,5835,37.77073,-122.42031,0,DUBOCE AVE,OTIS ST,MB,NW,BB,0,10/29/2017 05:39:39 PM +0000,656238,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.422799210574 37.728752940587),24756,Silver Ave&Gambier St SW-NS/PS,SILVGAM0,SILVGAMB,6407,37.728747999999996,-122.422786,0,GAMBIER ST,SILVER AVE,NS,SW,,0,10/29/2017 05:39:39 PM +0000,654921,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.46135921925 37.751123939014),24604,Laguna Honda Bl&Clarendon Ave SW-FS,LGHNCLD0,LGHNCLDN,4878,37.751118999999996,-122.46134599999999,0,CLARENDON AVE,LAGUNA HONDA BLVD,MB,NE,,0,10/29/2017 05:39:39 PM +0000,654671,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.373143203328 37.728783944163),23345,Earl St&Kirkwood Ave N-NS,EARLKRW0,EARLKRWD,4456,37.728778999999996,-122.37313,0,KIRKWOOD AVE,EARL ST,NS,N,FL,0,10/29/2017 05:39:39 PM +0000,652773,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.485873221875 37.748164937116),24533,Quintara St&28th Ave SW-NS/PS,QUIN28A1,QUIN28AV,6151,37.748159999999999,-122.48586,0,28TH AVE,QUINTARA ST,NS,SW,FL,0,10/29/2017 05:39:39 PM +0000,654537,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.432343212234 37.734604940381),23626,Chenery St&Castro St NE-NS/SB,CHNYCTR0,CHNYCTRO,3967,37.7346,-122.43233000000001,0,CASTRO ST,CHENERY ST,NS,NE,FL,0,10/29/2017 05:39:39 PM +0000,652919,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.443149221954 37.800974944283),23572,Divisadero St&Francisco St NW-NS/PS,DIVIFNC0,DIVIFNCO,4418,37.80097,-122.443136,0,FRANCISCO ST,DIVISADERO ST,NS,NW,,0,10/29/2017 05:39:39 PM +0000,652839,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.435058218334 37.778248943486),24498,McAllister St&Pierce St NE-NS/BZ,MCALPIE0,MCALPIER,5400,37.778244000000001,-122.435045,0,GOLDEN GATE AVE,PIERCE ST,NS,NE,BZ,1,10/29/2017 05:39:39 PM +0000,654848,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.483027221849 37.753885937804),25484,Noriega St&25th Ave SW-NS/BZ,NORI25A1,NORI25AV,5742,37.753881,-122.483014,0,25TH AVE,NORIEGA ST,NS,SW,,0,10/29/2017 05:39:39 PM +0000,656590,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.435923214646 37.747893940376),23332,Diamond St&26TH St SE-NS/PS,DIAM26SE,DIAM26ST,4374,37.747889000000001,-122.43591000000001,0,26TH ST,DIAMOND ST,NS,SE,,0,10/29/2017 05:39:39 PM +0000,652751,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.435061215855 37.760867942124),23265,Castro St&18TH St SW-FS/BB,CTRO18S0,CTRO18ST,4315,37.760863000000001,-122.43504799999999,0,18TH ST,CASTRO ST,FS,SW,BB,0,10/29/2017 05:39:39 PM +0000,652629,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.438553217882 37.768674942354),23086,Buena Vista Ave&Buena Vista Ter SW,BV EBVT0,BV EBVTR,3817,37.76867,-122.43854,0,BUENA VISTA TER,BUENA VISTA AVE,NS,SW,,0,10/29/2017 05:39:39 PM +0000,652349,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.409333210461 37.743064942314),22988,Bradford St&Esmeralda Ave SE-NS/PS,BRFDESM0,BRFDESMR,3710,37.74306,-122.40931999999999,0,ESMERALDA AVE,BRADFORD ST,NS,SE,,0,10/29/2017 05:39:39 PM +0000,652206,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.491608221309 37.733851935359),24853,Sloat Blvd&Clearfield Dr SW-NS/BZ,SLOACLR1,SLOACLRF,6454,37.733846999999997,-122.491595,0,CHURCH ACCESS RD,SLOAT BLVD,NS,SW,BZ,1,10/29/2017 05:39:39 PM +0000,655071,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.480119222393 37.761461938717),26102,22nd Ave&Judah St SE-NS/PS,22AVJUD1,22AVJUDA,3426,37.761457,-122.48010600000001,0,JUDAH ST,22ND AVE,NS,SE,,1,10/29/2017 05:39:39 PM +0000,657481,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.456073213714 37.718174936558),24968,Plymouth Ave&Lakeview Ave SE-NS,PLYMLKV1,PLYMLKVW,5963,37.718170000000001,-122.45605999999999,0,LAKEVIEW AVE,PLYMOUTH AVE,NS,SE,FL,0,10/29/2017 05:39:39 PM +0000,655654,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.42736321398 37.751595941263),25691,Church St&24TH St SE-NS/SI,CHUR24S1,CHUR24ST,3996,37.751590999999998,-122.42735,0,24TH ST,CHURCH ST,NS,SE,SI,0,10/29/2017 05:39:39 PM +0000,656544,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.446967221775 37.800332944316),25621,Richardson Ave&Francisco St SE-NS,RCHNFNC0,RCHNFNCO,6182,37.800328,-122.44695400000001,0,FRANCISCO ST,RICHARDSON AVE,NS,SE,BZ,0,10/29/2017 05:39:39 PM +0000,656439,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.414174216653 37.792400946472),24690,Sacramento St&Jones St NE-NS/BZ,SACOJON0,SACOJONE,6301,37.792395999999997,-122.41416100000001,0,JONES ST,SACRAMENTO ST,NS,NE,BZ,0,10/29/2017 05:39:39 PM +0000,655193,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.435593217311 37.767614942201),25874,Castro St&14TH St NE-FS/BZ,CTRO14S1,CTRO14ST,4307,37.767609999999998,-122.43558,0,14TH ST,CASTRO ST,FS,NE,BZ,1,10/29/2017 05:39:39 PM +0000,656907,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.419335217652 37.800997946092),24490,Hyde St&Greenwich St SE-NS,HYDEGNW0,HYDEGNWH,5073,37.800992999999998,-122.41932199999999,0,GREENWICH ST,HYDE ST,NS,SE,,0,10/29/2017 05:39:39 PM +0000,654835,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.440754220479 37.789981943699),23569,Divisadero St&Clay St NE-FS/BZ,DIVICLA1,DIVICLAY,4412,37.789977,-122.440741,0,CLAY ST,DIVISADERO ST,FS,NE,BZ,0,10/29/2017 05:39:39 PM +0000,652836,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.369926202583 37.729006943966),23592,Donahue St&Innes Ave E-FS/PS,DNHUINE0,DNHUINES,4440,37.729002000000001,-122.369913,0,,,FS,E,,0,10/29/2017 05:39:39 PM +0000,652870,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.464350215707 37.726033936473),25725,Ocean Ave&Victoria St SW-NS/SI,OCENVIC0,OCENVICT,5808,37.726028999999997,-122.464337,0,VICTORIA ST,OCEAN AVE,NS,SW,SI,0,10/29/2017 05:39:39 PM +0000,657008,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.407063211817 37.759084943524),25005,Potrero Ave&20th St SW-FS/BZ,POTR20S0,POTR20ST,6033,37.759079999999997,-122.40705,0,20TH ST,POTRERO AVE,FS,SW,BZ,0,10/29/2017 05:39:39 PM +0000,655336,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.467183214545 37.711422935086),23029,Alemany Blvd&Arch St SW-NS/BZ,ALEMARC1,ALEMARCH,3622,37.711417999999995,-122.46717,0,ARCH ST,ALEMANY BLVD,NS,SW,BZ,1,10/29/2017 05:39:39 PM +0000,652275,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.459672217033 37.734563937943),25037,Yerba Buena Ave&Hazelwood Ave N-FS,Y B HZW1,Y B HZWD,6987,37.734558999999997,-122.459659,0,HAZELWOOD AVE,YERBA BUENA AVE,FS,N,,0,10/29/2017 05:39:39 PM +0000,655391,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.426906212778 37.746785941363),23424,Church St&27TH St SE-NS/PS,CHUR27S1,CHUR27ST,3998,37.746780999999999,-122.42689300000001,0,27TH ST,CHURCH ST,NS,SE,,1,10/29/2017 05:39:39 PM +0000,652517,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.397224211373 37.77523194615),25804,Townsend St&5th St S-NS/SB,TOWN 5S1,TOWN 5ST,6697,37.775227000000001,-122.397211,0,5TH ST,TOWNSEND ST,NS,S,,0,10/29/2017 05:39:39 PM +0000,656786,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.417428216345 37.783232945124),23890,Larkin St&Eddy St SE-NS/BZ,LARKEDD1,LARKEDDY,4846,37.783228000000001,-122.41741500000001,0,EDDY ST,LARKIN ST,NS,SE,BZ,0,10/29/2017 05:39:39 PM +0000,653256,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.419033212858 37.759114942875),24148,Mission St&20th St NE-FS/BZ,MISS20S1,MISS20ST,5557,37.75911,-122.41902,0,20TH ST,MISSION ST,FS,NE,BZ,1,10/29/2017 05:39:39 PM +0000,654096,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.468383222926 37.782704941651),23371,Clement St&10TH Ave SE-FS/BZ,CLMT10A1,CLMT10AV,4046,37.782699999999998,-122.46836999999999,0,10TH AVE,CLEMENT ST,FS,SE,BZ,1,10/29/2017 05:39:39 PM +0000,652436,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.450542215598 37.741737939188),24536,Teresita Blvd&Isola Way S-FS/SB,TEREISL0,TEREISLA,6673,37.741732999999996,-122.450529,0,ISOLA WAY,TERESITA BLVD,FS,S,,0,10/29/2017 05:39:39 PM +0000,654541,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.452043217453 37.749268939717),25297,Panorama Dr&Starview Way SE-NS/SB,PNRMSTV1,PNRMSTVW,5982,37.749263999999997,-122.45203000000001,0,STARVIEW WAY,PANORAMA DR,NS,SE,,0,10/29/2017 05:39:39 PM +0000,656253,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
