the_geom,OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
POINT (-122.418643217213 37.797444946242),24229,Hyde St&Vallejo St NE-FS,HYDEVAL0,HYDEVALL,5090,37.797440000000002,-122.41863000000001,0,VALLEJO ST,HYDE ST,FS,NE,,0,10/29/2017 05:39:39 PM +0000,653910,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.422305218143 37.799008945787),24785,Polk St&Union St NE-FS/BZ,POLKUNI1,POLKUNIN,6003,37.799003999999996,-122.422292,0,UNION ST,POLK ST,FS,NE,BZ,0,10/29/2017 05:39:39 PM +0000,654963,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.445685214178 37.736794938934),25137,636 Teresita Blvd SE-NS/SB,TEREH631,TEREH636,6658,37.736789999999999,-122.445672,0,,TERESITA BLVD,NS,SE,,0,10/29/2017 05:39:39 PM +0000,655679,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.407638214292 37.78350694617),26171,5th St&Stevenson W-NS/CS,5STSTVN,,7651,37.783501999999999,-122.407625,,STEVENSON ST,5TH ST,,,,,10/29/2017 05:39:39 PM +0000,657600,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.433970210344 37.71333693835),24068,Geneva Ave&Moscow St N-FS/BZ,GNVAMSC0,GNVAMSCW,4889,37.713332000000001,-122.43395699999999,0,MOSCOW ST,GENEVA AVE,FS,N,BZ,0,10/29/2017 05:39:39 PM +0000,653557,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.527213238384 37.832481941145),23079,Bunker Rd&Miwok Trail SE-FS/SB,BUNKMWO1,BUNKMWOK,3806,37.832476999999997,-122.52720000000001,0,,BUNKER RD,FS,SE,,0,10/29/2017 05:39:39 PM +0000,652340,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.430879217198 37.773763943465),24741,Fillmore St&Oak St SW-FS/BZ,FILLOAK0,FILLOAK,4632,37.773758999999998,-122.43086599999999,0,OAK ST,FILLMORE ST,FS,SW,BZ,1,10/29/2017 05:39:39 PM +0000,655280,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.433063218383 37.784395944224),23250,Geary Blvd&Fillmore St NW-FS/BZ,GEARFIL0,GEARFILL,4295,37.784390999999999,-122.43304999999999,0,AVERY ST,GEARY BLVD,FS,NW,BZ,1,10/29/2017 05:39:39 PM +0000,652609,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.498068222807 37.742128935522),24704,Taraval St&40th Ave NE-NS/PS,TARA40A0,TARA40AV,6632,37.742123999999997,-122.49805499999999,0,40TH AVE,TARAVAL ST,NS,NE,,0,10/29/2017 05:39:39 PM +0000,655219,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.456023213231 37.713344936825),25078,Plymouth Ave&Broad St NE-FS,PLYMBRO1,PLYMBROD,5954,37.713339999999995,-122.45600999999999,0,BROAD ST,PLYMOUTH AVE,FS,NE,FL,0,10/29/2017 05:39:39 PM +0000,655458,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.43047721506 37.761232942541),22783,18th St&Sanchez St NE-NS/BZ,18STSNC1,18STSNCZ,3344,37.761227999999996,-122.430464,0,SANCHEZ ST,18TH ST,NS,NE,BZ,0,10/29/2017 05:39:39 PM +0000,651949,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.395657205482 37.722417941924),25915,3rd St&Paul Ave SW-FS/SI,3ST PAU1,3ST PAU1,7342,37.722412999999996,-122.395644,0,PAUL AVE,3RD ST,FS,SW,SI,0,10/29/2017 05:39:39 PM +0000,657166,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.471752216774 37.719732935432),25252,Beverly St&Garfield St NW-NS/SB,BEVRGAR0,BEVRGARF,3689,37.719727999999996,-122.471739,0,GARFIELD ST,BEVERLY ST,NS,NW,,0,10/29/2017 05:39:39 PM +0000,656178,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.436971221046 37.804451945788),23789,Fillmore St&Beach St SE-NS/BZ,FILLBEC0,FILLBECH,4607,37.804446999999996,-122.436958,0,BEACH ST,FILLMORE ST,NS,SE,BZ,0,10/29/2017 05:39:39 PM +0000,653105,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.447586220127 37.782148942666),25073,Masonic Ave&Geary Blvd SW-FS/BZ,MSICGEA0,MSICGEAR,5710,37.782143999999995,-122.44757300000001,0,GEARY BLVD,MASONIC AVE,FS,SW,BZ,1,10/29/2017 05:39:39 PM +0000,655450,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.439425218938 37.783379943455),25674,Divisadero St&Geary Blvd NE-FS/BZ,DIVIGEA1,DIVIGEAR,4421,37.783374999999999,-122.439412,0,GEARY BLVD,DIVISADERO ST,FS,NE,BZ,1,10/29/2017 05:39:39 PM +0000,656512,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.487573221871 37.744274936788),23056,30th Ave&Santiago St SE-NS/PS,30AVSNT1,30AVSNTG,3531,37.74427,-122.48756,0,SANTIAGO ST,30TH AVE,NS,SE,FL,0,10/29/2017 05:39:39 PM +0000,652310,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.406760211242 37.754953943337),24914,Potrero Ave&23rd St SW-FS/BZ,POTR23S0,POTR23ST,6037,37.754948999999996,-122.406747,0,23RD ST,POTRERO AVE,FS,SW,BZ,1,10/29/2017 05:39:39 PM +0000,655566,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.397762214265 37.793424947131),23409,California St&Davis St SW-NS,CALIDAV1,CALIDAVS,3857,37.793419999999998,-122.397749,0,DAVIS ST,CALIFORNIA ST,NS,SW,,0,10/29/2017 05:39:39 PM +0000,652495,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.424383210076 37.724744939321),23040,Avalon Ave&La Grande Ave W-FS,AVLNLAG0,AVLNLAGR,3681,37.724739999999997,-122.42437,0,LA GRANDE AVE,AVALON AVE,FS,W,FL,0,10/29/2017 05:39:39 PM +0000,652286,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.416180212059 37.752279942753),26174,South Van Ness & 24st. NS-SE/PS,SOVN24ST,,7532,37.752274999999997,-122.416167,0,24TH ST,SOUTH VAN NESS AVE,,,,0,10/29/2017 05:39:39 PM +0000,657605,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.392465212021 37.778985946629),25381,Townsend St&3rd St E-FS/BZ,TOWN 3S1,TOWN 3ST,6691,37.778981000000002,-122.39245199999999,0,3RD ST,TOWNSEND ST,FS,E,BZ,0,10/29/2017 05:39:39 PM +0000,656008,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.479620217606 37.719605934975),24319,Font Blvd&Serrano Dr E-NS/SB,FONTSER3,FONTSERR,4710,37.719600999999997,-122.479607,0,SERRANO DR,FONT BLVD,NS,E,,0,10/29/2017 05:39:39 PM +0000,654484,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.456245214106 37.719966937058),23503,Grafton Ave&Plymouth Ave SW-NS/PS,GRAFPLY0,GRAFPLYM,4915,37.719961999999995,-122.456232,0,PLYMOUTH AVE,GRAFTON AVE,NS,SW,,1,10/29/2017 05:39:39 PM +0000,653029,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.493367227156 37.78154193894),23141,33rd Ave&Clement St SE-NS/BZ,33AVCLM1,33AVCLMT,3555,37.781537,-122.493354,0,CLEMENT ST,33RD AVE,NS,SE,BZ,1,10/29/2017 05:39:39 PM +0000,652050,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.4455132148 37.734572938602),25838,Teresita Blvd&Stillings Ave NW-NS,TERESTL0,TERESTLG,6681,37.734567999999996,-122.44550000000001,0,STILLINGS AVE,TERESITA BLVD,NS,NW,,0,10/29/2017 05:39:39 PM +0000,656842,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.413817209959 37.734674941209),25465,Crescent Ave&Folsom St SW-NS/PS,CRESFOL1,CRESFOLS,4196,37.734670000000001,-122.413804,0,FOLSOM ST,CRESCENT AVE,NS,SW,,0,10/29/2017 05:39:39 PM +0000,656562,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.439629221137 37.80031494449),25175,Chestnut St&Pierce St SW-NS/BZ,CHESPIE1,CHESPIER,3953,37.800309999999996,-122.439616,0,PIERCE ST,CHESTNUT ST,NS,SW,BZ,1,10/29/2017 05:39:39 PM +0000,655754,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.439539219156 37.783164943065),25818,Divisadero St&Geary Blvd SW-FS/BZ,DIVIGEA0,DIVIGEAR,4422,37.783159999999995,-122.439526,0,GEARY BLVD,DIVISADERO ST,FS,SW,BZ,1,10/29/2017 05:39:39 PM +0000,656811,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.460960220189 37.762526940121),26132,Parnassus Ave&4th Ave SW-NS/BZ,PARN 4TH,,7687,37.762521999999997,-122.460947,,4TH AVE,PARNASSUS AVE,,,,,10/29/2017 05:39:39 PM +0000,657544,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.463655215177 37.719795936544),23537,Garfield St&Bright St SW-NS/SB,GARFBRG0,GARFBRGT,4247,37.719791000000001,-122.46364199999999,0,BRIGHT ST,GARFIELD ST,NS,SW,,0,10/29/2017 05:39:39 PM +0000,652793,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.50355022715 37.771740937651),26112,Fulton St&43RD  Ave NW-FS/BZ,FULT43A2,,7730,37.771735999999997,-122.50353699999999,0,43RD AVE,FULTON ST,,,,,10/29/2017 05:39:39 PM +0000,657499,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.409079215877 37.791082946324),24643,Powell St&Pine St W-MI,POWLPIN1,POWLPINE,6070,37.791077999999999,-122.409066,0,PINE ST,POWELL ST,MI,W,,0,10/29/2017 05:39:39 PM +0000,655127,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.470053218494 37.741604938107),22757,14th Ave&Ulloa St NE-FS,14AVULO0,14AVULOA,3251,37.741599999999998,-122.47004,0,ULLOA ST,14TH AVE,FS,NE,,0,10/29/2017 05:39:39 PM +0000,651911,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.498974222224 37.734134934596),25942,Sloat Blvd&41st Ave S-FS/BZ,SLOA41A0,SLOA41AV,6447,37.73413,-122.49896099999999,0,41ST AVE,SLOAT BLVD,FS,S,BZ,0,10/29/2017 05:39:39 PM +0000,657216,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.42707521749 37.786937944687),24857,Sutter St&Octavia St NW-FS/BZ,SUTTOCT0,SUTTOCTA,6602,37.786932999999998,-122.42706200000001,0,OCTAVIA ST,SUTTER ST,FS,NW,BZ,1,10/29/2017 05:39:39 PM +0000,655077,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.464482223581 37.784957941477),26274,California St&6TH Ave SE-FS/BZ,CALI.6AV,,7844,37.784953000000002,-122.46446899999999,0,06TH AVE,CALIFORNIA ST,,,,0,10/29/2017 05:39:39 PM +0000,657764,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.408323213997 37.781194945713),23957,Mission St&6th St E-FS/BZ,MISS 6S1,MISS 6ST,5537,37.781189999999995,-122.40831,0,6TH ST,MISSION ST,FS,E,BZ,0,10/29/2017 05:39:39 PM +0000,653781,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.465445223646 37.784823941622),23093,California St&7TH Ave SE-FS/BZ,CALI.7A1,CALI.7AV,3826,37.784818999999999,-122.46543199999999,0,7TH AVE,CALIFORNIA ST,MB,S,BZ,0,10/29/2017 05:39:39 PM +0000,652360,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.412505213625 37.770561944545),22748,11th St&Harrison St S-FS/BZ,11STHAR0,11STHARR,3239,37.770556999999997,-122.412492,0,HARRISON ST,11TH ST,FS,S,BZ,1,10/29/2017 05:39:39 PM +0000,651889,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.393021208816 37.755162944621),26185,Pennsylvania AVE & 23 ST NS NW,PENN23S0,,7523,37.755158000000002,-122.39300799999999,0,23RD ST,PENNSYLVANIA AVE,,,,0,10/29/2017 05:39:39 PM +0000,657620,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.420203215467 37.780012944881),24631,Van Ness Ave&Mcallister St SE-NS/BZ,V N MCA1,V N MCAL,6815,37.780007999999995,-122.42018999999999,0,MCALLISTER ST,VAN NESS AVE,NS,SE,BZ,0,10/29/2017 05:39:39 PM +0000,655109,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.448766213771 37.728496938618),24743,Foerster St&Judson Ave NE-FS/BZ,FOERJDS1,FOERJDSN,4650,37.728491999999996,-122.448753,0,JUDSON AVE,FOERSTER ST,FS,NE,BZ,0,10/29/2017 05:39:39 PM +0000,655282,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.448480218757 37.769897942032),23902,Haight St&Clayton St NE-NS/BZ,HAITCLT0,HAITCLTN,4946,37.769892999999996,-122.44846699999999,0,CLAYTON ST,HAIGHT ST,NS,NE,BZ,0,10/29/2017 05:39:39 PM +0000,653665,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.452466214186 37.723035937871),24803,Ocean Ave&Geneva Ave SW-NS/SI,OCENGNVA,OCENGNVA,7036,37.723030999999999,-122.45245299999999,0,GENEVA AVE,OCEAN AVE,NS,SW,SI,0,10/29/2017 05:39:39 PM +0000,654984,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.447392213248 37.720956937759),25440,Balboa Park BART Station SW-MB/BZ,GNVABAR,GNVABART,4805,37.720951999999997,-122.447379,0,I-280 N OFF RAMP,GENEVA AVE,MB,S,BZ,0,10/29/2017 05:39:39 PM +0000,656134,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.443687222416 37.803633945217),22902,Beach St&Divisadero St SW-NS/SB,BECHDIV0,BECHDIVI,3090,37.803629000000001,-122.443674,0,DIVISADERO ST,BEACH ST,NS,SE,,0,10/29/2017 05:39:39 PM +0000,651668,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.44349621598 37.749955940227),24790,6 Portola Dr NW-MB/SB,PORTH  6,PORTH  6,6008,37.749950999999996,-122.443483,0,CORBETT AVE,PORTOLA DR,MB,NW,,0,10/29/2017 05:39:39 PM +0000,654968,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.494363222973 37.742112936383),24974,Sunset Blvd&Taraval St SE-NS/SB,SUNSTAR1,SUNSTARA,6556,37.742108000000002,-122.49435,0,TARAVAL ST,SUNSET BLVD,NS,SE,,1,10/29/2017 05:39:39 PM +0000,655662,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.500041220737 37.719000933845),23943,John Muir Dr&Skyline Blvd NE-NS/SB,J M SKY2,J M SKYL,5131,37.718995999999997,-122.500028,0,SKYLINE BLVD,JOHN MUIR DR,NS,NE,,0,10/29/2017 05:39:39 PM +0000,653750,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.468723221339 37.765754940169),25695,Lincoln Way&11th Ave SW-NS/BZ,LWAY11A1,LWAY11AV,5303,37.765749999999997,-122.46871,0,11TH AVE,LINCOLN WAY,NS,SW,BZ,0,10/29/2017 05:39:39 PM +0000,656944,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.415499207101 37.713305939691),25946,Hahn St&Visitacion Ave SW-FS/SB,HAHNVIS0,HAHNVISI,7026,37.713301000000001,-122.415486,0,VISITACION AVE,HAHN ST,FS,SW,,0,10/29/2017 05:39:39 PM +0000,657222,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.409353215282 37.791956946101),23613,California St&Powell St SW-NS,CALIPOW1,CALIPOWL,3891,37.791951999999995,-122.40934,0,POWELL ST,CALIFORNIA ST,NS,SW,,0,10/29/2017 05:39:39 PM +0000,652899,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.473923219598 37.74698493815),22970,17th Ave&Rivera St NW-NS,17AVRVR1,17AVRVRA,3304,37.746980000000001,-122.47391,0,RIVERA ST,17TH AVE,NS,NW,,1,10/29/2017 05:39:39 PM +0000,651793,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.412937217878 37.801834946946),24033,Mason St&Greenwich St W-MI,MASNGNW1,MASNGNWH,5361,37.801829999999995,-122.412924,0,GREENWICH ST,MASON ST,MI,W,,1,10/29/2017 05:39:39 PM +0000,653501,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.419544217651 37.791725945264),25546,Sacramento St&Larkin St NW-FS/BZ,SACOLAR0,SACOLARK,6303,37.791720999999995,-122.41953100000001,0,LARKIN ST,SACRAMENTO ST,FS,NW,BZ,0,10/29/2017 05:39:39 PM +0000,656692,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.412261217798 37.807608947586),24444,Powell St&Beach St SE-NS/BZ,POWLBEC1,POWLBECH,7038,37.807603999999998,-122.41224800000001,0,BEACH ST,POWELL ST,NS,SE,BZ,0,10/29/2017 05:39:39 PM +0000,654756,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.45642021711 37.744003939317),24205,Laguna Honda Blvd&Idora Ave E-NS/SB,LGHNIDO1,LGHNIDOR,5249,37.743998999999995,-122.456407,0,IDORA AVE,LAGUNA HONDA BLVD,NS,E,,0,10/29/2017 05:39:39 PM +0000,653871,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.427633209943 37.721364939555),25636,Moscow St&Brazil Ave N-NS,MSCWBRZ0,MSCWBRZL,5698,37.721359999999997,-122.42761999999999,0,BRAZIL AVE,MOSCOW ST,NS,N,FL,0,10/29/2017 05:39:39 PM +0000,656459,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.373490214705 37.829824952398),23895,Gateview Ave&North Point St NE-MB,GTVWNRP0,GTVWNRPT,4936,37.829819999999998,-122.37347699999999,0,NORTH POINT ST,GATEVIEW AVE,MB,NE,FL,0,10/29/2017 05:39:39 PM +0000,653649,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.409776216424 37.795124946896),24944,Powell St&Jackson St MB-E/SB,POWLJAC0,POWLJACK,6059,37.795119999999997,-122.409763,0,JACKSON ST,POWELL ST,NS,SE,MB,0,10/29/2017 05:39:39 PM +0000,655609,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.460753219417 37.762731940123),24630,Parnassus Ave&4th Ave NE-NS/BZ,PARN 4A0,PARN 4AV,5885,37.762726999999998,-122.46074,0,4TH AVE,PARNASSUS AVE,NS,NE,BZ,1,10/29/2017 05:39:39 PM +0000,655107,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.419103212682 37.758174942555),25706,Mission St&20th St SW-FS/BZ,MISS20S0,MISS20ST,5558,37.75817,-122.41909,0,20TH ST,MISSION ST,FS,SW,BZ,1,10/29/2017 05:39:39 PM +0000,656972,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.473683221069 37.758114938873),25899,16th Ave&Lawton St E-MI/SB,16AVLAW1,16AVLAWT,3272,37.758109999999995,-122.47367,0,LAWTON ST,16TH AVE,MI,E,FL,0,10/29/2017 05:39:39 PM +0000,657138,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.427763212074 37.73714494071),23628,Chenery St&Miguel St S-NS/PS,CHNYMIG1,CHNYMIGL,3971,37.737139999999997,-122.42775,0,MIGUEL ST,CHENERY ST,NS,S,FL,0,10/29/2017 05:39:39 PM +0000,652923,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.401582210254 37.753390943773),26074,Rhode Island St&24th St NW-NS/PS,R IS24S0,R IS24ST,6198,37.753385999999999,-122.40156899999999,0,24TH ST,RHODE ISLAND ST,NS,NW,,0,10/29/2017 05:39:39 PM +0000,657432,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.42942121642 37.769476942751),23338,Duboce Ave&Church St NW-FS/SI,DUBOCHU0,DUBOCHUR,4447,37.769472,-122.429408,0,CHURCH ST,DUBOCE AVE,FS,NW,SI,0,10/29/2017 05:39:39 PM +0000,652758,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.379371204365 37.734392943496),25439,Middle Point Rd&Hare St SE-NS/SB,MDPTHAR1,,7187,37.734387999999996,-122.379358,0,HARE ST,MIDDLE POINT RD,,SE,,0,10/29/2017 05:39:39 PM +0000,656132,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.397475214283 37.793593947669),23408,California St&Davis St NE-NS,CALIDAV0,CALIDAVS,3855,37.793588999999997,-122.39746199999999,0,DRUMM ST,CALIFORNIA ST,NS,NE,,0,10/29/2017 05:39:39 PM +0000,652494,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.434649215497 37.757636941386),23488,Castro St&20TH St SE-NS/PS,CTRO20S1,CTRO20ST,4319,37.757632000000001,-122.434636,0,20TH ST,CASTRO ST,NS,SE,,0,10/29/2017 05:39:39 PM +0000,653002,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.398295208749 37.751283943579),25754,Wisconsin St&26th St NE-FS/PS,WISC26S1,WISC26ST,6962,37.751278999999997,-122.39828199999999,0,26TH ST,WISCONSIN ST,FS,NE,,0,10/29/2017 05:39:39 PM +0000,657076,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.415273210108 37.733274941406),24813,831 Ellsworth St SW-NS/PS,EWTHH831,EWTHH831,7023,37.733269999999997,-122.41526,0,CRESCENT AVE,ELLSWORTH ST,NS,SW,,0,10/29/2017 05:39:39 PM +0000,654999,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.428773210069 37.719827939102),25639,Moscow St&Persia Ave N-NS,MSCWPER0,MSCWPERS,5703,37.719822999999998,-122.42876,0,PERSIA AVE,MOSCOW ST,NS,N,FL,0,10/29/2017 05:39:39 PM +0000,656462,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.426483209671 37.722904939411),24815,Moscow St&Excelsior Ave N-NS,MSCWEXC0,MSCWEXCL,5699,37.722900000000003,-122.42646999999999,0,EXCELSIOR AVE,MOSCOW ST,NS,N,FL,0,10/29/2017 05:39:39 PM +0000,655003,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
